applicant,patent_count,sample_count,mainfocus
苏州森伯特智能科技有限公司,1,1,苏州森伯特智能科技有限公司专注于机器人末端电动快换盘技术，通过丝杆电机驱动钢珠锁紧活塞结构实现高效、可靠的夹具自动切换。其核心在于利用电机驱动丝杆精准控制活塞伸缩，结合三导向槽设计提升导向精度和锁紧可靠性，确保在各种环境下的稳定性能。
中屹振良(大连)科技有限公司,1,1,中屹振良(大连)科技有限公司专注于机器人领域的同轴旋转关节技术，通过创新设计实现预紧力可调，提高摩擦力矩和使用寿命，增强关节姿态保持和调节能力，同时保持结构紧凑和灵活性。
唐山松下产业机器有限公司,1,1,唐山松下产业机器有限公司专注于基于视觉的焊接轨迹实时调整技术，通过图像处理和三维坐标计算实现焊丝与焊缝位置的精准控制，提高焊接精度和效率，降低成本并增强应用广泛性。
中豫飞马新材料技术创新中心(郑州)有限公司,1,1,中豫飞马新材料技术创新中心(郑州)有限公司专注于高能量密度无负极锂金属电池的研发，通过在正极材料中添加补锂剂和石墨烯添加剂，并采用MOF结构包覆及涂覆隔离膜，提升电池的循环寿命、大倍率放电性能、能量密度和安全性，适用于高空无人机、低空飞行器和人行机器人等领域。
苏州深庭纪智能科技有限公司,1,1,苏州深庭纪智能科技有限公司专注于开发轻量级障碍物地图生成技术，通过融合点云数据与超声波数据，并结合机器人位姿信息实时更新障碍物地图，实现高效且低成本的避障效果。
万擎机器人(北京)有限责任公司,1,1,万擎机器人(北京)有限责任公司专注于机器人小臂结构和灵巧手的设计与优化，通过模块化设计和高效传动系统，实现便捷维护、延长使用寿命及增强工况适应性。
苏州锐璞科技有限公司,1,1,苏州锐璞科技有限公司专注于3D打印柔性制件的后处理技术，特别是开发环境友好的发光涂层材料。通过合成SWPUA涂层，结合SAOED粉体和改性PUA预聚体，实现对SLS打印TPU制件的高效涂覆，提升其在可穿戴设备、汽车内饰及人形机器人等领域的应用性能。
浙江东睦科达磁电有限公司,1,1,浙江东睦科达磁电有限公司专注于研发MHz级低损耗铁硅铝磁粉芯及其制备方法，通过金属扩散固溶技术提高材料的工作频率、有效磁导率并降低功率损耗。
浙江尘想人工智能科技有限公司,1,1,浙江尘想人工智能科技有限公司专注于开发基于粒子群算法的具身智能重载双臂协作机器人，通过状态感知模块和作业控制模块优化机器人的运动参数与约束，提升其在复杂作业环境中的稳定性和智能性。
国立大学法人大阪大学,1,1,大阪大学在机器人领域专注于开发结合操作者脑波与环境感知的智能控制系统，通过动态调整基于操作者意图和自主控制的权重，实现更灵活精准的操作对象行为决策。
北京海百川科技有限公司,1,1,北京海百川科技有限公司专注于开发仿真面部表情机器人的颈部运动设备，通过集成电动伸缩推杆和多自由度转动结构，实现机器人头部的灵活抬头、低头及旋转动作，增强仿真人机交互的真实性和自然度。
大连铂生高科技集团有限公司,1,1,大连铂生高科技集团有限公司专注于人型机器人仿生皮肤的加热控制技术，通过数字孪生模型和预测性运动状态分析，实现自适应功率分配，优化复杂动态任务中的热管理效果。
原力在线(北京)科技有限公司,1,1,原力在线(北京)科技有限公司专注于基于边缘计算的触觉感知处理技术，通过在近端或邻近边缘计算节点上动态分配和并行处理触觉传感器数据集，以减少传输延时、分散处理负载，确保实时性和高效性。
中国电信股份有限公司技术创新中心,1,1,中国电信股份有限公司技术创新中心专注于具身智能的全维度评测技术，涵盖具身大脑、小脑、系统及安全等多个层面，通过综合性能指标对智能体进行全面评估与分析。
中国电信股份有限公司,1,1,中国电信股份有限公司在机器人领域的研究主攻方向为具身智能的全维度评测技术，涵盖具身大脑、小脑、系统及安全等多个层面，旨在全面评估智能体在实际应用场景中的综合性能。
巨力自动化设备(浙江)股份有限公司,1,1,巨力自动化设备(浙江)股份有限公司专注于无框力矩电机的设计与优化，特别是在定转子冲片及磁钢结构方面，通过特定的槽极比设计和绕组结构改进，实现电机效率提升、齿槽转矩降低以及转矩脉动减少。
福建北峰通信科技股份有限公司,1,1,福建北峰通信科技股份有限公司专注于开发具有人形移动功能的集群通信基站系统，通过集成主控、感知、通信、分布式电源和用户交互等模块，实现复杂环境下的自主通信部署与优化，特别适用于应急通信和灾害救援等高危场景。
索爱信息科技(广州)有限公司,1,1,索爱信息科技(广州)有限公司专注于碳纤维材料在人形机器人骨架中的应用及其制造工艺，通过铆接结构实现快速组装和灵活关节弯曲，旨在提高机器人轻量化和强度。
惠州市宏泰碳纤维科技有限公司,1,1,惠州市宏泰碳纤维科技有限公司专注于碳纤维材料在人形机器人骨架中的应用及其制造工艺，通过铆接结构实现各部件的快速组装和灵活关节弯曲，旨在提高机器人骨架的强度与轻量化性能。
广东万怡家居用品有限公司,1,1,广东万怡家居用品有限公司专注于基于动态建模的梯子四连杆机构优化技术，通过分析传动角和力矩序列，结合摩擦圆修正和全行程峰值建模，实现单一控制参数优化，以降低操作力、避免卡滞并提升结构的一致性和可制造性。
上海无限工坊机器人科技有限公司,1,1,上海无限工坊机器人科技有限公司专注于开发高精度遥操作机器人技术，特别是在模拟人体生理活动范围的机械臂设计方面。其研究重点在于通过精确控制关节组件的运动范围来提高遥操臂的安全性和耐用性，适用于需要精细操作的场景。
湖北九峰山实验室,1,1,湖北九峰山实验室专注于氮化镓异质外延结构及其制备方法的研究，通过优化衬底上的多层结构设计，提高氮化镓材料的耐压性能和晶体质量。
无锡市恒汇电缆有限公司,1,1,无锡市恒汇电缆有限公司专注于研发具有智能监测功能的控制电缆，特别是针对机器人应用领域。其核心技术在于通过内置光纤传感器和螺旋式金属线实现对电缆弯曲、温度及剪切情况的实时监测，以提高电缆的安全性和使用寿命。
三星显示有限公司,1,1,三星显示有限公司专注于开发先进的显示装置制造与弯折技术，特别是通过集成多轴机器人和精密弯折设备实现高效、精准的基板弯折处理。该技术利用可拆卸连接器和旋转构件等组件，提高了生产过程中的灵活性与自动化水平。
上海师范大学,1,1,上海师范大学在机器人领域主要研究轻量化的单目三维目标检测方法，通过构建高效的统一检测模型，在保证高精度的同时大幅降低计算成本，适用于资源受限的机器人平台。
烟台工程职业技术学院(烟台市技师学院),1,1,烟台工程职业技术学院(烟台市技师学院)的研究主攻方向为谐波减速器的柔性装配自动化产线，通过集成双工业机器人、动态视觉检测、AMR运输及协同控制系统，实现高精度、高效率和多型号适配的自动化生产。
深圳砺焜智能科技有限公司,1,1,深圳砺焜智能科技有限公司专注于机器人灵巧手技术，特别是轻量化、小型化和高精度控制的指节模组设计。通过集成电机、换向机构和减速器，实现模块化手指关节，便于拆装和维修。
苏州共为电子科技有限公司,1,1,苏州共为电子科技有限公司专注于机械手指传感器技术，通过集成信号处理单元、多层线路结构和动态检测机制，实现对不同重量物体的精准抓取，提升操作的准确性和安全性。
北京晟世天安科技有限公司,1,1,北京晟世天安科技有限公司专注于双足机器人的掉电控制技术，通过实时监控和动态调整策略，引入外部支撑点以确保机器人在复杂掉电工况下的安全落位，避免摔落和损坏。
云南云天墨睿科技有限公司,1,1,云南云天墨睿科技有限公司专注于石墨烯复合材料的制备技术，特别是通过表面改性和浸渍超声处理，提高石墨烯导热件的机械强度和导热性能。
中国建设银行股份有限公司,1,1,中国建设银行股份有限公司在金融科技领域专注于提高服务器异常修复的安全性和效率，通过智能筛选异常服务器并自动生成和调整修复操作，确保在符合操作权限的前提下对目标服务器进行安全有效的修复。
建信金融科技有限责任公司,1,1,建信金融科技有限责任公司的研究主攻方向为服务器异常修复技术，通过智能筛选和生成修复操作，并结合位置信息与操作权限进行安全调整，提高服务器网络的运行稳定性和安全性。
安徽淘云科技股份有限公司,1,1,安徽淘云科技股份有限公司专注于不规则形态机器人的地图设置技术，通过在环境地图中标记传感器无法检测到的障碍物位置，提高地图精度和机器人导航的安全性。
广东墨睿科技有限公司,1,1,广东墨睿科技有限公司专注于石墨烯复合材料的制备技术，特别是通过表面改性和浸渍超声处理，提高石墨烯导热件的机械强度和导热性能，以实现高效导热和结构稳定性。
探客柏瑞科技(北京)有限公司,1,1,探客柏瑞科技(北京)有限公司专注于基于脑机接口的元认知训练控制技术，通过构建训练数据库和SOM模型，实现个性化任务推荐与刺激处理，提升训练对象与机器人之间的交互效果。
中国电子工程设计院股份有限公司,1,1,中国电子工程设计院股份有限公司专注于基于多源数据的运动恢复控制技术，通过融合惯性测量单元、光学动作捕捉系统及深度视觉传感器的数据，利用注意力机制和深度学习模型实现高精度的运动状态估计与闭环控制。
深圳市弘火智能科技有限公司,1,1,深圳市弘火智能科技有限公司专注于情感机器人技术领域，特别是通过集成呼吸组件与面部组件联动，使机器人能够模拟具有节律性的呼吸动作，提升拟人化表达的真实性和用户交互过程中的情感共鸣。
河北省科学院应用数学研究所,1,1,河北省科学院应用数学研究所专注于三维重建技术领域，特别是基于结构光图案的三维点云重建方法。通过获取和处理目标结构光图案中的绝对相位及坐标信息，快速准确地生成三维点云数据，提升三维重建的速度和效率。
威晟汽车科技(宁波)有限公司,1,1,威晟汽车科技(宁波)有限公司专注于电子水泵技术领域，特别是斜盘式柱塞水泵的设计与优化。其核心技术在于将电机组件、泵头组件及转轴集成于同一外壳内，实现一体化结构和高效直驱传输，从而提高水泵的整体性能和可靠性。
牛瓦时克(上海)科技有限公司,1,1,牛瓦时克(上海)科技有限公司专注于类人型机器人的关节设计，特别是髋关节的创新。其核心技术在于开发紧凑且高度灵活的连接组件，通过独特的旋转电机和半轴结构，实现机器人腿部的多方向自由运动，同时减少空间占用并提高运动灵活性。
苏州翼菲智能科技有限公司,1,1,苏州翼菲智能科技有限公司专注于开发高效、紧凑且自适应的机器人夹爪技术，特别针对空间受限场景和多样化作业需求。其核心技术包括高效的传动系统、快速响应机制以及基于柔性结构的自适应夹持能力，适用于人形机器人和工业自动化设备。
湖南科技大学三亚研究院,1,1,湖南科技大学三亚研究院专注于基于多维度传感器信号采集的电机快速检测技术，通过综合分析电流、电压、转速、温升及振动等关键信号，实现对电机内部损耗、绝缘老化、结构性缺陷及机械特性的全面自动化检测，显著提高检测效率和准确性。
瑞声科技(南京)有限公司,1,1,瑞声科技(南京)有限公司专注于直线驱动技术领域，主要研究方向为开发高效且精确的直线驱动机构。该机构通过集成位置传感器和感测组件实现对转子转动及丝杆轴向位置的实时检测与反馈，以提高绝对位置控制精度和自动回零校准效果。
广州盛中电子有限公司,1,1,广州盛中电子有限公司专注于电感器生产设备的研发，特别是针对一体成型电感的自动化生产线。其核心技术在于通过优化磁芯压制和线圈套装的顺序，提高电感产品质量，并实现高效流水线作业。
苏州益维铂科技有限公司,1,1,苏州益维铂科技有限公司专注于特种工程塑料改性技术，特别是高强度高导热CF-PEEK复合材料的制备方法。通过碳纳米管的精准引入与工艺优化，提升材料的刚度和导热性能，适用于人形机器人关节及传动部位等高端应用。
青岛浪潮海若人工智能有限公司,1,1,青岛浪潮海若人工智能有限公司专注于利用TensorBoard日志驱动和大模型服务进行强化学习训练参数的自动化调优，通过多模态日志解析和动态调参策略生成，显著提升调参效率。
石斌,1,1,石斌的研究主攻方向为机器人情感交互系统，通过高效语义理解、情绪状态识别和实时反馈调整，生成自然的语音、表情和动作反馈，以实现更自然流畅的人机交互体验。
安徽聆动通用机器人科技有限公司,1,1,安徽聆动通用机器人科技有限公司专注于开发基于视觉和自然语言处理的机器人控制技术，通过结合当前图像与动作指令预测机器人的未来行为，并利用世界模型增强动作预测的合理性和泛化能力。
苏州易德龙科技股份有限公司,1,1,苏州易德龙科技股份有限公司专注于轴向电机控制技术，通过采用主控芯片与协处理器的双处理架构，实现高实时性的磁场定向控制算法，提升电机控制精度、响应速度及运行稳定性，增强系统在复杂工况下的可靠性和安全性。
安徽广鼎智能科技有限公司,1,1,安徽广鼎智能科技有限公司专注于机器人视听融合的问答式交互技术，通过主动澄清、运动增强感知与高精度空间锚定策略，提升机器人在复杂环境下的任务执行准确性、空间定位鲁棒性及人机交互效率。
北京京东乾石科技有限公司,1,1,北京京东乾石科技有限公司专注于开发高效的任务处理方法与装置，通过任务分解模型和单元操作控制模型，实现复杂任务的自动化执行。其研究重点在于提高设备在多场景下的资源调度灵活性及对不同类型任务的适应性，同时降低模型训练复杂度和任务间的相互干扰。
丽水南城新澄产业创新服务有限公司,1,1,丽水南城新澄产业创新服务有限公司专注于开发应用于轮廓仪中的自动识别技术，特别是针对螺纹滚道类型的智能检测方法。该技术通过自动化流程实现对不同类型螺纹滚道的高效、准确区分，旨在提高工业检测过程的自动化水平与精度，减少人工依赖。
喀什大学,1,1,喀什大学在机器人领域主要研究基于异策略样本效率框架的对抗性模仿学习算法，通过高经验收集比例和动态回放缓冲池优化数据处理，利用Wasserstein距离剔除异常样本，并结合SAC算法增强样本数据，以提高模仿学习的准确性和效率。
苏州得尔达国际物流有限公司,1,1,苏州得尔达国际物流有限公司专注于研发适用于机器人的阁楼式货架结构及仓储方法，通过设计架空平台、护栏和转移支架等组件，实现地面与阁楼式货架上物流设备的有效衔接，提高物料转移的联动性能和仓储物流的灵活性。
浙江农林大学,1,1,浙江农林大学在机器人关节电机领域主攻高度集成化设计，通过中空内走线结构和一体化拼接式外壳，实现电机、减速机、制动器及驱动器的紧凑集成，显著减小轴向和径向尺寸，适用于高集成度场景如协作机器人和人形机器人。
浙江锂欣能源科技有限公司,1,1,浙江锂欣能源科技有限公司专注于开发适用于二次电池的高性能聚合物涂层及集流盘技术，通过优化涂层材料和结构，提升电池的机械性能、耐高温性能和化学稳定性，有效降低电池内阻和提高存储稳定性。
北京明正维元电机技术有限公司,1,1,北京明正维元电机技术有限公司专注于机器人领域的集约式多操作臂传动机构研发，通过永磁电机和电磁齿轮构成的多组动力单元，实现多轴、多维度的动力输出，为工业自动化提供高效、紧凑的多操作臂动力解决方案。
南通大任永磁电机制造有限公司,1,1,南通大任永磁电机制造有限公司专注于研发集约式多操作臂传动机构，通过永磁电机和电磁齿轮构成的多组动力单元，实现多轴、多维度的动力输出，为机器人工业自动化提供高效、灵活的动力解决方案。
常州市凯迪电器股份有限公司,1,1,常州市凯迪电器股份有限公司专注于提升编码器精度的二次校准技术，通过结合自校准程序和伺服电机对拖平台生成的两组校准参数进行线性拟合，以消除系统级误差并提高灵活性。
深圳市濠云科技有限公司,1,1,深圳市濠云科技有限公司专注于多模态重载助行机器人的研发，通过深度学习算法和激光雷达技术实现智能导航与路径规划。其核心技术包括多模态信息融合、动态地图构建、风险物体识别及智能避障策略。
浙江澜沐浦科技有限公司,1,1,浙江澜沐浦科技有限公司主要研究方向为石墨烯的高效制备技术，通过创新的微波工艺装置和方法实现连续式生产，简化了制备过程中的气氛控制要求，降低了成本并提高了生产效率。
昆山佰奥软件有限公司,1,1,昆山佰奥软件有限公司专注于行星滚柱丝杠的恒定力加载测试技术，通过集成主驱动电机、负载模拟装置、拉压力传感器和控制模块，实现对丝杠螺母往复运动中负载力的精确控制与平稳换向，确保测试过程中负载力的恒定及无波动过渡。
江苏鹿山新材料有限公司,1,1,江苏鹿山新材料有限公司专注于开发高灵敏度、宽检测范围和快速响应时间的复合纳米纤维电子皮肤。该技术结合了柔性传感与先进材料制备方法，通过静电纺丝工艺制备具有周期性排列凸起结构的纳米纤维层，适用于智能可穿戴设备等领域的应用。
姚舜,1,1,姚舜的研究主攻方向是基于自然语言理解和动作基元库的高鲁棒性具身陪伴机器人系统，通过多模态数据采集和个性化扩展方法，实现情感交互、生活协助等场景下的高度贴合用户需求的陪伴服务。
安徽瑞控信光电技术股份有限公司,1,1,安徽瑞控信光电技术股份有限公司专注于电磁型角位移传感器的自校准技术，通过引入温度观测值和时间累积漂移量建模，结合补偿电压算法与卡尔曼滤波，实现在线自校准，有效抑制温度漂移和安装误差，提高角度测量精度与长期稳定性。
镇江先锋汽车零部件有限公司,1,1,镇江先锋汽车零部件有限公司专注于铝合金机壳的高效冲压成型技术，通过优化材料利用和工艺流程，实现成本降低与生产效率提升。其核心技术在于采用特定的轴向叠料及局部侧向冲压方法，以形成具有内外叠料部和外通道的铝合金机壳。
惠州市新泰欣宏精密模具有限公司,1,1,惠州市新泰欣宏精密模具有限公司专注于开发耐高温、耐腐蚀的挤出模具技术，特别是通过采用镍合金材料和耐磨嵌件设计，提高模芯在高温和腐蚀环境下的使用寿命和性能。
徐工消防安全装备有限公司,1,1,徐工消防安全装备有限公司专注于开发化学品侦检技术，通过无人机与全地形移动装置的协同作业，结合非接触式傅立叶红外光谱分析，实现复杂环境下的快速、精准和全方位化学品检测。
西南交通大学,1,1,西南交通大学在机器人领域的研究主攻方向为开发高效高质的齿轮抛光技术，通过设计与被抛光齿轮相啮合的抛光头，结合化学和机械协同作用，实现多齿面同步均匀接触，提高抛光质量和效率，同时保证抛光过程的稳定性和低磨损。
山东瓦利斯智能科技有限公司,1,1,山东瓦利斯智能科技有限公司专注于人形结构作业机器人的研发，主要研究方向为多模块资源的自主感知、智能规划与协同控制技术，通过中央控制器实现动态环境下的高效流水线作业。
深圳供电局有限公司,1,1,深圳供电局有限公司在机器人领域主要研究方向为足式机器人的高效散热技术，特别是通过结合第一散热组件和第二散热组件实现电机盒和轴承润滑油的协同散热，适用于空间紧凑、热负荷高的机器人腿部环境。
上海宝山区上大通用智能机器人研究院,1,1,上海宝山区上大通用智能机器人研究院专注于事件驱动的机器人手势识别与控制技术，通过事件相机捕捉手部动作并实时转化为机器人关节电机的控制指令，实现低延迟、自然流畅的人机交互体验。
华北电力大学,1,1,华北电力大学在机器人领域主要研究基于空天异步联邦边缘学习的通感算资源管理方法，通过设计分层的联邦模型聚合机制和优化通信、感知、计算资源分配，提升联邦学习性能。
扬华智造(四川)创新科技有限公司,1,1,扬华智造专注于开发高效齿轮抛光技术，通过设计与齿轮啮合的抛光头和多轴联动系统，结合化学抛光液，实现高质量、高效率的齿轮表面处理。该技术显著提升了抛光质量和效率，同时降低了抛光头磨损，保证了抛光过程的稳定性。
北京锦域天成科技有限公司,1,1,北京锦域天成科技有限公司专注于低铁损无取向硅钢的制备工艺及其在新能源汽车驱动电机和工业无人机扁线电机中的应用，通过优化化学成分和表面涂层技术，实现材料的低铁损和高磁感性能。
泰州英博科技有限公司,1,1,泰州英博科技有限公司专注于智能机器人安全与能效一体化系统，通过多源数据融合、非线性模型预测控制及云边协同技术，实现机器人的高效能监控、安全预警和智能控制。核心在于利用改进型非线性模型预测算法优化轨迹误差，提升系统的同步校准精度和整体性能。
深圳市杉川谐波传动科技有限公司,1,1,深圳市杉川谐波传动科技有限公司专注于谐波传动技术领域，特别是通过优化凸轮设计来增强凸轮和柔性轴承的连接可靠性。其核心技术在于利用表面织构（包括轴向微槽和周向微槽）在不同区域的密度分布来改善机械性能。
常州恒益电机股份有限公司,1,1,常州恒益电机股份有限公司专注于机器人关节制动器的扭矩过载预测与自适应保护控制技术，通过实时采集和分析传感器数据，结合历史制动数据，实现对扭矩过载风险的预测，并生成相应的自适应保护策略，以提高制动器的安全性和可靠性。
苏州博安捷机器人科技有限公司,1,1,苏州博安捷机器人科技有限公司专注于模块化轮腿机构和机器人的研发，通过将机器人肢体设计为包含控制与执行模块的模块化结构，实现无外壳关节设计，从而减轻整体重量、提高散热效率并增强运行稳定性。
无锡锦业智能装备有限公司,1,1,无锡锦业智能装备有限公司专注于钢板加工设备领域，特别是张力夹送切割装置的研发。其核心技术在于通过集成张力组件、剪切组件和换向铲板组件，实现高精度、高同步性和高灵活性的钢板分条、矫平及纵剪线连续化加工。
深圳优艾智合机器人科技有限公司,1,1,深圳优艾智合机器人科技有限公司专注于机器人强化学习训练技术，通过结合策略模型、物理仿真和奖励函数优化机器人的关节控制力矩，提高其在不同状态下的姿态平衡与运动控制能力，增强机器人训练的可靠性和精确性。
中松博士创新研究所,1,1,中松博士创新研究所专注于开发高精度的日语生成AI技术，特别是在提高日语英语翻译准确性方面。其研究还涉及将该技术应用于基于语音交互的咨询服务、竞选活动以及产品使用说明书等场景中，以增强用户体验和信息传递效率。
东北财经大学,1,1,东北财经大学在机器人领域的研究主攻方向为基于多条件编码器模型和多条件交叉注意力机制的演讲行为识别与人机对话动作生成技术，实现自然流畅且内容匹配的动作序列生成。
蒂普爱可斯有限公司,1,1,蒂普爱可斯有限公司专注于神经网络模型的转换与优化技术，通过提供多种编译选项和NPU选择，实现高效灵活的神经网络处理，适用于不同硬件平台的智能计算需求。
江西省纳米技术研究院,1,1,江西省纳米技术研究院专注于开发多模态柔性传感器，特别是压力-温度-红外复合传感器。该传感器采用聚酰亚胺-MXene-碲化铋复合气凝胶作为敏感层，具备三维多孔结构，实现无干扰的多信号检测，并具有接触式和非接触式感知功能，适用于多种应用场景。
上海畅荔智能科技有限公司,1,1,上海畅荔智能科技有限公司专注于开发多功能具身智能护理机器人，集成了自由转向移动底盘、爬楼装置、可移位座垫、抬移助力装置、折叠轮椅靠背和双臂智能机器手等组件，并通过AI电控系统实现智能化控制。该机器人旨在为失能及半失能老年人或病患者提供全方位的护理服务，包括移位、入厕、洗浴、更衣、饮食以及出行等，同时具备处理日常家务和与老人交流的能力。
中电海康集团有限公司,1,1,中电海康集团有限公司在磁编码器领域专注于开发基于嵌套码型的绝对值式编码技术，通过多层格雷码实现高精度和高分辨率的角度测量，同时降低磁环加工难度和安装误差敏感性，适用于小型化应用。
奥兰特智能机器人科技(苏州)有限公司,1,1,奥兰特智能机器人科技(苏州)有限公司专注于家用智能人形服务机器人的控制系统，通过环境感知、意图推断和柔顺调控等技术，实现对儿童交互意图的识别与自适应调整，提升机器人在家庭环境中的安全性与适配性。
无锡聚诚智能科技有限公司,1,1,无锡聚诚智能科技有限公司专注于机器人技术领域，特别是基于参数自学习的永磁EC电机模块化关节力矩控制方法。该方法通过在线参数自学习机制，实时辨识并动态补偿电机参数变化，实现高精度、高鲁棒性的力矩控制。
立讯电子科技(昆山)有限公司,1,1,立讯电子科技(昆山)有限公司在机器人技术领域专注于开发高效紧凑的头部结构，通过矩阵排列的运算模组和连接器设计，在有限空间内大幅提升算力，优化机器人的计算性能。
湖南视比特机器人有限公司,1,1,湖南视比特机器人有限公司专注于智能机器人在汽车制造领域的应用，特别是在汽车门盖的智能装调技术。通过三维点云获取和分析，结合机器学习模型进行精准的装调决策，提高门盖装调的准确性和效率。
江苏赛福天集团股份有限公司,1,1,江苏赛福天集团股份有限公司专注于机器人用复合材料腱绳及其超高分子绳芯的研发，通过创新的材料组合和工艺技术，提升腱绳的结构稳定性、力学性能及耐疲劳性，以满足机器人驱动系统在重载、高频运动与复杂工况下的高性能需求。
安徽建筑大学,1,1,安徽建筑大学在机器人领域专注于高效人体姿态估计技术，通过多阶段动态Token感知方法增强对人体关键点局部与全局信息的建模能力，在较低计算量下实现准确、高效的人体姿态估计，提升具身智能交互任务的执行效果。
贵州大学,1,1,贵州大学在机器人领域专注于开发具有优良力学性能和导热性能的细晶高导电半固态注射成型镁合金及其制备方法，适用于高质量、高精度的镁合金部件制造。
武汉海默机器人有限公司,1,1,武汉海默机器人有限公司专注于机器人控制技术，特别是基于CSFM非线性摩擦模型和混合GWO-PSO算法的机器人关节动态参数辨识方法。该方法通过优化动力学模型和参数辨识过程，提升机器人在复杂运动场景中的适应性和精确控制能力。
嘉兴市敏硕智能科技有限公司,1,1,嘉兴市敏硕智能科技有限公司专注于变刚度机器人关节的双电机驱动系统及其控制方法，通过构建多模型并优化目标函数实现对双电机的协同控制，以提高机器人关节的响应速度和刚度柔顺性。
深圳市速腾聚创科技有限公司,1,1,深圳市速腾聚创科技有限公司专注于机械手指的驱动装置和机械手技术，通过创新设计的导轮组件、驱动组件及张紧组件，实现对机械手指牵引绳的自动张紧与松紧度调节，提高机械手操作精度与可靠性。
大冶有色金属有限责任公司,1,1,大冶有色金属有限责任公司的研究主攻方向为银的高效提纯技术，通过改进电解工艺和使用特定杂质络合剂，实现高纯度银的提取，同时降低生产成本和对原料的要求。
重庆小康动力有限公司,1,1,重庆小康动力有限公司专注于机器人关节模组的扭矩控制技术，特别是在润滑故障情况下通过监测和调整摩擦系数及温度来优化扭矩输出，以提高机器人关节的安全性和可靠性。
深圳理工大学,1,1,深圳理工大学在机器人领域专注于开发基于磁流变液的可调流体间隙液压缸技术，通过控制磁场和流体间隙来实现对液压缸阻抗力矩的精确调节，以适应不同步态相位的需求。
上海速腾聚创科技有限公司,1,1,上海速腾聚创科技有限公司专注于机械手指的驱动装置和机械手的研发，通过创新的导轮组件、驱动组件和张紧组件设计，实现对牵引绳的自动张紧和松紧程度的自动调整，提高机械手指的稳定性和可靠性。
安徽睿思博机器人科技有限公司,1,1,安徽睿思博机器人科技有限公司专注于极窄空间谐波减速机及其密封装置的研发，通过无骨架密封件、斜面密封设计和内圈轴凸缘压合等创新技术，实现紧凑化设计，提高密封可靠性和传动稳定性。
深圳市鑫精诚传感技术有限公司,1,1,深圳市鑫精诚传感技术有限公司专注于多维力传感器的研发，特别是在长方形板式结构的创新设计上，通过优化弹性体和形变梁的布局，提高传感器在多维度力测量中的精度和响应性能。
宁国睿思博机器人科技有限公司,1,1,宁国睿思博机器人科技有限公司专注于极窄空间谐波减速机的设计与优化，通过创新的无骨架密封件、斜面密封设计和内圈轴凸缘压合技术，实现紧凑结构下的高效密封和稳定传动，满足机器人领域对高精度、小体积减速机的需求。
浙江拾玥科技有限公司,1,1,浙江拾玥科技有限公司专注于机器人技术领域，特别是参数化多连杆多模态灵巧手的研发。该灵巧手集成了视觉识别与触觉感知功能，能够提供精确的接触信息，支持对微小物体的精准识别、操控与动态调整，适用于非结构化环境中的复杂任务。
招商局检测车辆技术研究院有限公司,1,1,招商局检测车辆技术研究院有限公司专注于人形机器人领域，特别是在冗余机械臂的逆运动学解析方法上，通过考虑关节限位与避障约束，实现高效且安全的机械臂运动规划。
深圳市奋达科技股份有限公司,1,1,深圳市奋达科技股份有限公司专注于智能交互技术领域，特别是通过多模态数据融合与分析来提升陪伴机器人的交互体验。其核心技术在于利用情感识别和意图推测模型，实现对用户情感状态及需求的精准理解，并据此生成个性化的交互方案。
宁国市普萨斯密封技术有限公司,1,1,宁国市普萨斯密封技术有限公司专注于极窄空间谐波减速机的密封技术，通过无骨架密封件、斜面密封设计和内圈轴凸缘压合等创新，实现紧凑化设计，同时保证密封可靠性和传动稳定性。
浙江淡淡智能科技有限公司,1,1,浙江淡淡智能科技有限公司专注于基于智能体递归与多模型融合的异构硬件智能管理技术，通过多层级智能体协作和动态模型权重调整，实现跨领域的高效硬件管理和智能调度，适用于超级计算机、智能汽车及智慧城市等场景。
深圳鹰瞰智翼科技有限公司,1,1,深圳鹰瞰智翼科技有限公司专注于小型机器人腿部结构的优化设计，通过减少膝关节处的传动机构数量和降低转动惯量，实现紧凑高效的腿部结构，从而在低能耗条件下提升机器人的待机时长。
浙江省质量科学研究院,1,1,浙江省质量科学研究院的研究主攻方向为自动化台阶攀爬测试装置，通过灵活调节台阶高度来模拟多样化测试场景，适用于多种型号设备和多场景需求的测试任务。
淮南师范学院,1,1,淮南师范学院在机器人领域主要研究基于自适应梯度裁剪的深度神经网络训练优化方法，通过动态阈值生成机制和梯度裁剪技术提高具身机器人的学习效率和性能。
中航光电科技股份有限公司,1,1,中航光电科技股份有限公司专注于智能化仓库维护技术，特别是通过无线数电集成互连系统实现装备的不开箱维护和机器人组网协同，提高特种仓库的安全性和维护效率。
中国运载火箭技术研究院,1,1,中国运载火箭技术研究院在机器人领域专注于基于脑电和肌电信号的机械臂拟人化操控技术，通过人体运动解算网络和安全性校正处理，实现对人体上肢动作的精准模拟与控制。
无锡蔚动智能科技有限公司,1,1,无锡蔚动智能科技有限公司专注于机器人一体化关节模组的高精度多圈计数技术，通过扩展霍尔状态的有效角度区间和深度耦合低分辨率霍尔信号与高精度角度读数，显著提高系统的可靠性和鲁棒性。
济南创泽生物医药科技有限公司,1,1,济南创泽生物医药科技有限公司专注于无人化P3实验室的研发，通过集成智能搬运器械、视觉系统和HEPA系统等技术，实现生化实验操作的自动化，减少人员感染风险并提高工作效率。
