id,publication_no,肢体协调规划,监控安全报警,环境模式识别,人机交互输入,图像视觉分析,自主路径规划,仿生关节传动,伺服电机控制,仿生视觉传感,医疗辅助操作,双足移动底盘,仿生双臂系统,头部感知模块,具身智能控制,灵巧末端执行,柔性关节驱动,人机交互接口
5315,CN121716070A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5316,CN121716074A,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
5318,CN121716075A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5319,CN121716095A,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
5320,CN121716097A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5322,CN121716109A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
5323,CN121716111A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5324,CN121716118A,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0
5325,CN121716126A,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5326,CN121716127A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5327,CN121716822A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
5328,CN121717145A,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
5329,CN121719874A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5331,CN121719878A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5332,CN121723159A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5333,CN121724724A,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
5334,CN121726482A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5335,CN121726660A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5336,CN121727466A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5337,CN121729358A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5338,CN121732752A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5339,CN121733345A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5340,CN121733500A,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
5342,CN121733556A,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
5343,CN121733557A,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5344,CN121733581A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5345,CN121733582A,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
5346,CN121733596A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
5347,CN121733612A,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
5348,CN121733615A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
5349,CN121733617A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5350,CN121733631A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5351,CN121733635A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
5352,CN121734546A,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5353,CN121736351A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5354,CN121736750A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5355,CN121740007A,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
5356,CN121744907A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5357,CN121745152A,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5358,CN121746853A,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
5359,CN121746860A,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5360,CN121749419A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5361,CN121749577A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5363,CN121750844A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5364,CN121750848A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5365,CN121752400A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5366,CN121753069A,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5367,CN121756308A,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5368,CN121756330A,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5369,CN121756339A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5370,CN121756354A,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
5371,CN121756357A,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
5373,CN218837822U,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
5377,CN216067460U,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
5382,CN210984016U,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5383,CN223848109U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5385,CN220401627U,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5393,CN221954485U,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
5405,CN223890032U,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5407,CN222859605U,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
5424,CN121777118A,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
5426,CN223993820U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5428,CN221954486U,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
5430,CN121798586A,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5432,CN206764822U,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
5439,CN224183102U,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5442,CN221314260U,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5443,CN222680983U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5444,CN209936912U,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
5448,CN222067542U,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5452,CN308989816S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5453,CN309358964S,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1
5454,CN309613799S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5455,CN309885229S,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
5456,CN309970231S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5457,CN303855086S,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
5458,CN309240166S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5459,CN309324739S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5460,CN309559659S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5461,CN309554366S,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5462,CN309595933S,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5464,CN309754745S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5465,CN309963619S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5467,CN304013708S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5468,CN309197723S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5469,CN309417112S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5470,CN309436329S,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5471,CN309456875S,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5472,CN309499129S,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5473,CN309730296S,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5474,CN309764165S,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
5475,CN309764175S,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
5476,CN309004787S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5477,CN309063471S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5478,CN309197753S,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
5479,CN309299398S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5480,CN309575842S,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5481,CN309695264S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5482,CN301337833S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5483,CN303605915S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5484,CN306242807S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5485,CN308829404S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5486,CN309258043S,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5487,CN309423118S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5488,CN309850461S,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5489,CN305292148S,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5490,CN308309566S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5491,CN308401856S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5492,CN309513077S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5493,CN309554405S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5494,CN309623363S,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5495,CN309639847S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5496,CN309843257S,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
5498,CN309850472S,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5499,CN309943277S,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5500,CN303934587S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5501,CN309613368S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5502,CN309723581S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5503,CN309785613S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5504,CN309819727S,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5505,CN309883562S,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
5506,CN309969654S,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5507,CN303320322S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5508,CN305662176S,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5509,CN309154048S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5510,CN309778639S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5511,CN304349536S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5512,CN305409089S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5513,CN306916261S,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5514,CN309456813S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5515,CN309848626S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5516,CN309885217S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5517,CN303320326S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5518,CN308343098S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5519,CN309021858S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5520,CN309793934S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5521,CN309838731S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5522,CN303949970S,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5523,CN303969856S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5524,CN304861269S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5525,CN309029051S,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
5526,CN309289057S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5527,CN309536351S,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
5528,CN309632502S,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5529,CN309785961S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5530,CN309949999S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5531,CN304309301S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5532,CN303320324S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5533,CN308765955S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5534,CN308996973S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5535,CN309520576S,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5536,CN309695265S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5537,CN309838713S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5538,CN309893069S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5539,CN304795044S,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5541,CN309251822S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5542,CN309329752S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5543,CN309524763S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5544,CN309536366S,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5545,CN309868956S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5546,CN309893095S,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
5548,CN121782331A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5549,CN306242809S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5550,CN309296466S,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5551,CN309524758S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5552,CN303320325S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5553,CN303377938S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5554,CN306242808S,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5555,CN307160271S,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
5556,CN309723617S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5557,CN308511889S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5558,CN309519628S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5559,CN309802239S,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5560,CN304415056S,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5561,CN309524735S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5562,CN309588579S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5563,CN309764220S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5564,CN309785636S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5565,CN309832774S,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5566,CN303320353S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5567,CN303979283S,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5568,CN304958312S,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5569,CN306739002S,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
5570,CN308996994S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5571,CN309142389S,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5572,CN309246781S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5573,CN309352921S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5574,CN309536388S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5575,CN309957071S,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
5576,CN303979284S,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5577,CN304717468S,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
5579,CN306704821S,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
5580,CN309197722S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5581,CN309342070S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5582,CN309374751S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5583,CN309676110S,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5585,CN309741930S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5586,CN309785625S,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5587,CN309802238S,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5588,CN309263629S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5589,CN309695296S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5590,CN309970197S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5591,CN309970185S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5592,CN304369983S,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1
5593,CN305767152S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5594,CN306236955S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5595,CN309485791S,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
5596,CN309541555S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5597,CN309604180S,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5598,CN309723591S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5599,CN309802218S,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5600,CN309505962S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5601,CN309588589S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5602,CN309754786S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5603,CN309819708S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5604,CN309877638S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5605,CN309918504S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5606,CN303320323S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5607,CN305141999S,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5608,CN306242820S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5609,CN307875810S,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5610,CN309334577S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5611,CN309423104S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5612,CN309639799S,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5613,CN309717167S,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
5614,CN309723582S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5615,CN309793933S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5618,CN223749632U,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
5622,CN121918491A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5630,TWD177818S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5631,CN223057740U,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5637,TWI922316B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5641,CN224160018U,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5649,CN201736231U,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5652,CN217861281U,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
5657,CN221953330U,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5659,CN308862939S,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5660,CN222452390U,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
5661,CN204772587U,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5663,CN223466317U,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
5668,CN209551787U,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
5669,CN224027658U,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5670,CN202987317U,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
5671,CN223617751U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5673,CN224183118U,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5675,CN121863774A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5679,CN208117861U,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
5683,CN306072186S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5684,CN308553651S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5685,CN309588607S,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5686,CN309957109S,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5687,CN305154358S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5688,CN309695247S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5689,CN309957101S,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5690,CN309125652S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5691,CN309536381S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5692,CN309548143S,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5693,CN309405691S,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5694,CN309568307S,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5695,CN309843246S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5696,CN304194957S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5697,CN309204161S,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5698,CN309710504S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5699,CN309739758S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5700,CN309943243S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5701,CN307913800S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5702,CN309505998S,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5703,CN309970257S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5704,CN303816646S,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5707,CN309369073S,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5708,CN309793888S,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5709,CN309793902S,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5710,CN309859406S,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5711,CN309949979S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5712,CN219190210U,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5713,CN309125668S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5714,CN309450064S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5715,CN309943250S,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5718,CN308817546S,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
5719,CN309877684S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5720,CN304981151S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5721,CN308977019S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5722,CN309859368S,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5723,CN309859407S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5724,CN307830487S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5725,CN309613350S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5726,CN309639840S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5727,CN309819713S,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5728,CN309859345S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5729,CN309943244S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5730,CN309363608S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5731,CN309456831S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5732,CN309746321S,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5733,CN309850505S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5734,CN309342084S,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5735,CN309505999S,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5736,CN309771091S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5737,CN309739748S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5738,CN308472033S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5739,CN309793901S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5740,CN303729124S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5741,CN309793928S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5742,CN309519616S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5743,CN309588603S,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5744,CN309802196S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5745,CN309957110S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5746,CN309613392S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5747,CN309832735S,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5748,CN307391277S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5749,CN309436331S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5750,CN309928274S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5751,CN309645888S,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1
5752,CN309369074S,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5753,CN309505997S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
